name,lat,lon,coordinates
Palo Verde Avenue,33.7954402,-118.1079174,"[(33.7954402, -118.1079174), (33.7952489, -118.1079289), (33.7952204, -118.1079305), (33.7950571, -118.1079339), (33.7949212, -118.1079374)]"
Palo Verde Avenue,33.7932,-118.1079495,"[(33.7932, -118.1079495), (33.7930798, -118.1079479), (33.7930064, -118.1079478)]"
Palo Verde Avenue,33.795955,-118.1079198,"[(33.795955, -118.1079198), (33.7959747, -118.1078848), (33.7960065, -118.107852), (33.7960421, -118.1078389), (33.7965731, -118.1078429)]"
Palo Verde Avenue,33.7930064,-118.1079478,"[(33.7930064, -118.1079478), (33.7928993, -118.1079487), (33.7925917, -118.107954), (33.7925217, -118.1079532)]"
Stearns Street,33.7955151,-118.1090977,"[(33.7955151, -118.1090977), (33.7954719, -118.1086972)]"
Stearns Street,33.7960005,-118.1175953,"[(33.7960005, -118.1175953), (33.7959984, -118.117075)]"
East Stearns Street,33.7960004,-118.1196462,"[(33.7960004, -118.1196462), (33.7960034, -118.1193827)]"
East Stearns Street,33.7959962,-118.118773,"[(33.7959962, -118.118773), (33.7959974, -118.1185156)]"
Stearns Street,33.7960019,-118.1179101,"[(33.7960019, -118.1179101), (33.7960005, -118.1175953)]"
East Stearns Street,33.7960099,-118.121453,"[(33.7960099, -118.121453), (33.7960084, -118.1211536)]"
Stearns Street,33.7959995,-118.1161981,"[(33.7959995, -118.1161981), (33.7959958, -118.115754)]"
Stearns Street,33.7959944,-118.1167926,"[(33.7959944, -118.1167926), (33.7960005, -118.1165923)]"
East Stearns Street,33.7960021,-118.1182853,"[(33.7960021, -118.1182853), (33.7960019, -118.1179101)]"
Stearns Street,33.7959909,-118.1128734,"[(33.7959909, -118.1128734), (33.7959913, -118.1125725)]"
Stearns Street,33.7959984,-118.117075,"[(33.7959984, -118.117075), (33.7959944, -118.1167926)]"
Stearns Street,33.7959898,-118.1133116,"[(33.7959898, -118.1133116), (33.7959909, -118.1128734)]"
East Stearns Street,33.7960226,-118.122433,"[(33.7960226, -118.122433), (33.7960227, -118.1220902)]"
East Stearns Street,33.7960108,-118.1217123,"[(33.7960108, -118.1217123), (33.7960099, -118.121453)]"
Stearns Street,33.7960005,-118.1165923,"[(33.7960005, -118.1165923), (33.7959995, -118.1161981)]"
East Stearns Street,33.7960227,-118.1220902,"[(33.7960227, -118.1220902), (33.7960192, -118.1219392), (33.7960108, -118.1217123)]"
East Stearns Street,33.796004,-118.1202536,"[(33.796004, -118.1202536), (33.7960004, -118.1196462)]"
Stearns Street,33.7959913,-118.1125725,"[(33.7959913, -118.1125725), (33.795989, -118.1121425)]"
Stearns Street,33.7960034,-118.1193827,"[(33.7960034, -118.1193827), (33.7959962, -118.118773)]"
East Stearns Street,33.7959974,-118.1185156,"[(33.7959974, -118.1185156), (33.7960021, -118.1182853)]"
Stearns Street,33.7954343,-118.1068617,"[(33.7954343, -118.1068617), (33.7954327, -118.1064562)]"
East Stearns Street,33.7960191,-118.1236045,"[(33.7960191, -118.1236045), (33.796016, -118.123222)]"
Stearns Street,33.7958653,-118.1107986,"[(33.7958653, -118.1107986), (33.795776, -118.1103588)]"
East Stearns Street,33.7960051,-118.1205186,"[(33.7960051, -118.1205186), (33.796004, -118.1202536)]"
East Stearns Street,33.7960084,-118.1211536,"[(33.7960084, -118.1211536), (33.7960086, -118.1209755), (33.7960051, -118.1205186)]"
Stearns Street,33.795776,-118.1103588,"[(33.795776, -118.1103588), (33.7955462, -118.1092773), (33.7955151, -118.1090977)]"
Stearns Street,33.7959958,-118.115754,"[(33.7959958, -118.115754), (33.7959898, -118.1133116)]"
East Stearns Street,33.7960208,-118.1227956,"[(33.7960208, -118.1227956), (33.7960226, -118.122433)]"
Stearns Street,33.795989,-118.1121425,"[(33.795989, -118.1121425), (33.7959878, -118.1119913), (33.7959716, -118.1116516), (33.7959352, -118.1112558), (33.7958653, -118.1107986)]"
Stearns Street,33.7954719,-118.1086972,"[(33.7954719, -118.1086972), (33.7954547, -118.1083786), (33.7954535, -118.1083404), (33.7954497, -118.1082205), (33.7954402, -118.1079174)]"
Stearns Street,33.7954288,-118.1054456,"[(33.7954288, -118.1054456), (33.7954267, -118.1049307), (33.7955096, -118.1041055), (33.7955145, -118.1037782), (33.7955152, -118.1037292)]"
Woodruff Avenue,33.7973201,-118.1089711,"[(33.7973201, -118.1089711), (33.7970295, -118.1086194)]"
East Anaheim Road,33.7815169,-118.1028367,"[(33.7815169, -118.1028367), (33.7815116, -118.1031)]"
Stearns Street,33.7955667,-118.101986,"[(33.7955667, -118.101986), (33.7955662, -118.101149)]"
Stearns Street,33.7955662,-118.101149,"[(33.7955662, -118.101149), (33.7955649, -118.100308)]"
Stearns Street,33.7955137,-118.1032775,"[(33.7955137, -118.1032775), (33.7955323, -118.1028269)]"
Stearns Street,33.7955323,-118.1028269,"[(33.7955323, -118.1028269), (33.7955667, -118.101986)]"
North Studebaker Road,33.7833539,-118.1024003,"[(33.7833539, -118.1024003), (33.7832353, -118.1024592), (33.7830163, -118.1025438), (33.7828135, -118.1026062), (33.7826007, -118.1026598), (33.7824056, -118.1026974), (33.7821716, -118.1027308)]"
North Studebaker Road,33.7840943,-118.101821,"[(33.7840943, -118.101821), (33.7842551, -118.1016917), (33.784383, -118.1015655), (33.78453, -118.1014213), (33.7848127, -118.1011104), (33.7853148, -118.1005693)]"
North Studebaker Road,33.785513,-118.1005161,"[(33.785513, -118.1005161), (33.7852737, -118.1007747), (33.7848654, -118.1012166), (33.7847101, -118.1013845), (33.7845578, -118.1015433), (33.7844214, -118.1016815), (33.7842785, -118.1018054)]"
North Studebaker Road,33.7819852,-118.1026251,"[(33.7819852, -118.1026251), (33.7821658, -118.1026157), (33.7825713, -118.1025486), (33.7828547, -118.1024742), (33.7831447, -118.1023758)]"
College Park Drive,33.7753205,-118.1021517,"[(33.7753205, -118.1021517), (33.7753135, -118.1017795)]"
East Carson Street,33.8317202,-118.223544,"[(33.8317202, -118.223544), (33.8317219, -118.2233991)]"
East Pacifica Place,33.8474524,-118.2234385,"[(33.8474524, -118.2234385), (33.8475536, -118.2233239), (33.847605, -118.2232666)]"
South Santa Fe Avenue,33.8446368,-118.2121896,"[(33.8446368, -118.2121896), (33.844318, -118.2123025)]"
South Santa Fe Avenue,33.8332417,-118.21642,"[(33.8332417, -118.21642), (33.8325222, -118.2166978)]"
South Santa Fe Avenue,33.8375285,-118.2148488,"[(33.8375285, -118.2148488), (33.8373906, -118.2149015)]"
South Santa Fe Avenue,33.8323308,-118.2167634,"[(33.8323308, -118.2167634), (33.8322222, -118.2167973)]"
South Santa Fe Avenue,33.8366091,-118.2151797,"[(33.8366091, -118.2151797), (33.8362171, -118.215317)]"
South Santa Fe Avenue,33.844318,-118.2123025,"[(33.844318, -118.2123025), (33.844301, -118.2123086), (33.8436241, -118.2125505), (33.8435612, -118.212573), (33.8430429, -118.2127583), (33.8428694, -118.2128203), (33.8419507, -118.2132156)]"
Wilmington Avenue,33.841715,-118.2357106,"[(33.841715, -118.2357106), (33.8420055, -118.235602)]"
East Spring Street,33.811688,-118.1893697,"[(33.811688, -118.1893697), (33.8116858, -118.1895048)]"
Orange Avenue,33.8120315,-118.1763275,"[(33.8120315, -118.1763275), (33.8117018, -118.17633)]"
Orange Avenue,33.8030679,-118.1763382,"[(33.8030679, -118.1763382), (33.8025948, -118.1763383)]"
Orange Avenue,33.8110605,-118.1763183,"[(33.8110605, -118.1763183), (33.81085, -118.1763157)]"
East Wardlow Road,33.8189241,-118.16825,"[(33.8189241, -118.16825), (33.8189229, -118.1681972), (33.8189268, -118.168129), (33.8189301, -118.1680828), (33.8189269, -118.1676418)]"
Atherton Street,33.788784,-118.115448,"[(33.788784, -118.115448), (33.7887859, -118.1161003), (33.7887862, -118.1162171)]"
Atherton Street,33.788665,-118.1167091,"[(33.788665, -118.1167091), (33.7886665, -118.1163992), (33.7886668, -118.1163236), (33.7886673, -118.1162192)]"
Atherton Street,33.7886793,-118.1190172,"[(33.7886793, -118.1190172), (33.7886763, -118.1179592), (33.788665, -118.1167091)]"
West Spring Street,33.8116458,-118.1931949,"[(33.8116458, -118.1931949), (33.8116454, -118.1930937)]"
West Spring Street,33.8116479,-118.1945737,"[(33.8116479, -118.1945737), (33.8116474, -118.1948144)]"
West Spring Street,33.8116467,-118.1918577,"[(33.8116467, -118.1918577), (33.8116456, -118.1917216)]"
Carson Street,33.8324358,-118.1758484,"[(33.8324358, -118.1758484), (33.8324355, -118.1757396)]"
Orange Avenue,33.8328346,-118.1763167,"[(33.8328346, -118.1763167), (33.8324303, -118.1763127)]"
Cherry Avenue,33.833484,-118.1676283,"[(33.833484, -118.1676283), (33.8331202, -118.1676264)]"
Cover Street,33.8275957,-118.156536,"[(33.8275957, -118.156536), (33.8276016, -118.155805)]"
Cover Street,33.8276558,-118.1600049,"[(33.8276558, -118.1600049), (33.8276459, -118.1598595), (33.8276312, -118.1596265), (33.8276034, -118.1591209)]"
Atlantic Avenue,33.8367357,-118.1850733,"[(33.8367357, -118.1850733), (33.8363778, -118.1850737), (33.8362035, -118.1850749)]"
Atlantic Avenue,33.8368089,-118.1849405,"[(33.8368089, -118.1849405), (33.836957, -118.1849401)]"
East San Antonio Drive,33.8367357,-118.1850733,"[(33.8367357, -118.1850733), (33.8368089, -118.1849405)]"
East San Antonio Drive,33.836957,-118.1849401,"[(33.836957, -118.1849401), (33.8368949, -118.1850821)]"
East San Antonio Drive,33.836407,-118.1857116,"[(33.836407, -118.1857116), (33.836452, -118.1856239), (33.836488, -118.1855541), (33.836558, -118.185418)]"
Bellflower Boulevard,33.8156606,-118.1253197,"[(33.8156606, -118.1253197), (33.8153849, -118.1253224), (33.8152918, -118.1253233)]"
Bellflower Boulevard,33.8187531,-118.1253019,"[(33.8187531, -118.1253019), (33.8160093, -118.1253162), (33.8156606, -118.1253197)]"
Conant Street,33.8250706,-118.1426509,"[(33.8250706, -118.1426509), (33.825071, -118.1424674)]"
Cover Street,33.8276958,-118.1445166,"[(33.8276958, -118.1445166), (33.8276953, -118.144433), (33.8276938, -118.1442111)]"
Cover Street,33.8276905,-118.1457703,"[(33.8276905, -118.1457703), (33.8276905, -118.1448321)]"
Cover Street,33.827691,-118.1432922,"[(33.827691, -118.1432922), (33.8276907, -118.1428367), (33.8276907, -118.1427998), (33.8276906, -118.142655)]"
Cover Street,33.8276905,-118.1448321,"[(33.8276905, -118.1448321), (33.8276941, -118.1446204), (33.8276958, -118.1445166)]"
Cover Street,33.8276906,-118.142655,"[(33.8276906, -118.142655), (33.8276879, -118.1425132)]"
East Wardlow Road,33.8188167,-118.1346374,"[(33.8188167, -118.1346374), (33.8188157, -118.1339402)]"
East Wardlow Road,33.8188143,-118.139064,"[(33.8188143, -118.139064), (33.8188131, -118.1389216), (33.8188129, -118.1388923), (33.8188102, -118.1385768), (33.8188073, -118.1382255)]"
East Wardlow Road,33.8188143,-118.139064,"[(33.8188143, -118.139064), (33.8188121, -118.1392679)]"
Worsham Avenue,33.8313203,-118.1462484,"[(33.8313203, -118.1462484), (33.830425, -118.1462514), (33.8303431, -118.1462517), (33.8302619, -118.1462511), (33.8296385, -118.1462468), (33.8292103, -118.1462448), (33.8289042, -118.1462447), (33.8288386, -118.1462441), (33.8283612, -118.1462448), (33.8280873, -118.1462478)]"
Bellflower Boulevard,33.8251876,-118.1252594,"[(33.8251876, -118.1252594), (33.8250936, -118.1252545)]"
Bellflower Boulevard,33.8222019,-118.125297,"[(33.8222019, -118.125297), (33.8192885, -118.1253036)]"
Bellflower Boulevard,33.8277705,-118.1252529,"[(33.8277705, -118.1252529), (33.827679, -118.125253)]"
Bellflower Boulevard,33.8226097,-118.1252909,"[(33.8226097, -118.1252909), (33.8223458, -118.1252948), (33.8222019, -118.125297)]"
Bellflower Boulevard,33.8221988,-118.125149,"[(33.8221988, -118.125149), (33.8246479, -118.125132)]"
Bellflower Boulevard,33.8187543,-118.1251683,"[(33.8187543, -118.1251683), (33.8188713, -118.1251711)]"
Bellflower Boulevard,33.8334845,-118.1252333,"[(33.8334845, -118.1252333), (33.8332806, -118.125223)]"
Bellflower Boulevard,33.8329002,-118.1252195,"[(33.8329002, -118.1252195), (33.8324759, -118.1252223), (33.8324457, -118.1252215), (33.8323487, -118.125223)]"
Bellflower Boulevard,33.8338559,-118.1251615,"[(33.8338559, -118.1251615), (33.8337362, -118.1252506), (33.8334845, -118.1252333)]"
Bellflower Boulevard,33.8331568,-118.1252214,"[(33.8331568, -118.1252214), (33.8331037, -118.1252233), (33.8329002, -118.1252195)]"
Bellflower Boulevard,33.8332806,-118.125223,"[(33.8332806, -118.125223), (33.8331568, -118.1252214)]"
Conant Street,33.8251073,-118.1301126,"[(33.8251073, -118.1301126), (33.8251074, -118.1303068), (33.8251074, -118.130406)]"
Conant Street,33.8251027,-118.1299032,"[(33.8251027, -118.1299032), (33.8251073, -118.1301126)]"
Clark Avenue,33.8188157,-118.1339402,"[(33.8188157, -118.1339402), (33.8197829, -118.1339406)]"
Clark Avenue,33.8182423,-118.1339496,"[(33.8182423, -118.1339496), (33.8188157, -118.1339402)]"
Clark Avenue,33.8156746,-118.1339661,"[(33.8156746, -118.1339661), (33.8167232, -118.1339745), (33.8182423, -118.1339496)]"
Clark Avenue,33.8246641,-118.1339257,"[(33.8246641, -118.1339257), (33.8249599, -118.1339269), (33.8250776, -118.1339277)]"
Clark Avenue,33.8292221,-118.1339057,"[(33.8292221, -118.1339057), (33.8294533, -118.1339016)]"
Clark Avenue,33.829623,-118.1338969,"[(33.829623, -118.1338969), (33.8298513, -118.1338944), (33.8299588, -118.1338928)]"
Clark Avenue,33.8294533,-118.1339016,"[(33.8294533, -118.1339016), (33.829623, -118.1338969)]"
Clark Avenue,33.8197829,-118.1339406,"[(33.8197829, -118.1339406), (33.8222496, -118.1339393)]"
Clark Avenue,33.8250776,-118.1339277,"[(33.8250776, -118.1339277), (33.8251862, -118.1339259), (33.8257476, -118.1339171)]"
Clark Avenue,33.822598,-118.1339389,"[(33.822598, -118.1339389), (33.8233367, -118.1339334), (33.8246641, -118.1339257)]"
Clark Avenue,33.8261687,-118.13392,"[(33.8261687, -118.13392), (33.8270168, -118.133916), (33.8277928, -118.1339132), (33.8292221, -118.1339057)]"
North Studebaker Road,33.7796439,-118.1030047,"[(33.7796439, -118.1030047), (33.7794482, -118.1030615), (33.7793469, -118.1030897)]"
North Studebaker Road,33.7814355,-118.1026817,"[(33.7814355, -118.1026817), (33.7811536, -118.1026878), (33.7810961, -118.1026912), (33.7809332, -118.1027006), (33.7808606, -118.1027076)]"
North Studebaker Road,33.7793469,-118.1030897,"[(33.7793469, -118.1030897), (33.7791178, -118.1031427), (33.7789734, -118.1031622), (33.7787806, -118.1031869), (33.7786108, -118.103199), (33.77829, -118.1031981)]"
Woodruff Avenue,33.8327066,-118.1165444,"[(33.8327066, -118.1165444), (33.8327574, -118.1165444), (33.8328425, -118.1165444)]"
Palo Verde Avenue,33.8304985,-118.1077793,"[(33.8304985, -118.1077793), (33.8301633, -118.1077839)]"
Palo Verde Avenue,33.8316303,-118.1077663,"[(33.8316303, -118.1077663), (33.8304985, -118.1077793)]"
Palo Verde Avenue,33.8325856,-118.1077812,"[(33.8325856, -118.1077812), (33.8324084, -118.1077819), (33.8323905, -118.1077804), (33.8323053, -118.1077827)]"
East Spring Street,33.8106654,-118.1508575,"[(33.8106654, -118.1508575), (33.8106664, -118.1511918), (33.8106668, -118.151338)]"
East Spring Street,33.8109108,-118.1564834,"[(33.8109108, -118.1564834), (33.8115354, -118.1583387)]"
East Spring Street,33.8105496,-118.1518928,"[(33.8105496, -118.1518928), (33.8105472, -118.1515016), (33.8105462, -118.151336)]"
East Spring Street,33.8115613,-118.1590011,"[(33.8115613, -118.1590011), (33.8115272, -118.158865)]"
East Spring Street,33.8116294,-118.1612054,"[(33.8116294, -118.1612054), (33.8116321, -118.1607531), (33.8116313, -118.1604064), (33.8116304, -118.1599684), (33.8116295, -118.1595741)]"
East Spring Street,33.8107231,-118.1557795,"[(33.8107231, -118.1557795), (33.8108123, -118.1561612), (33.8109108, -118.1564834)]"
Temple Avenue,33.8044889,-118.1589315,"[(33.8044889, -118.1589315), (33.8046182, -118.1589366), (33.8048186, -118.1589445), (33.8049642, -118.1589417)]"
Temple Avenue,33.8037901,-118.1589347,"[(33.8037901, -118.1589347), (33.8041294, -118.1589318), (33.8042458, -118.1589317), (33.8043504, -118.1589316)]"
East Spring Street,33.8104186,-118.1480358,"[(33.8104186, -118.1480358), (33.8103692, -118.1477935), (33.8103248, -118.1474795), (33.8103039, -118.147332)]"
Bellflower Boulevard,33.8045344,-118.1251925,"[(33.8045344, -118.1251925), (33.8046793, -118.1251928)]"
Bellflower Boulevard,33.8046793,-118.1251928,"[(33.8046793, -118.1251928), (33.8049555, -118.1251992), (33.8050437, -118.1252012)]"
Bellflower Boulevard,33.8060816,-118.1253371,"[(33.8060816, -118.1253371), (33.80515, -118.1253699), (33.8051284, -118.1253707), (33.8050307, -118.1253685)]"
Bellflower Boulevard,33.8083983,-118.1253258,"[(33.8083983, -118.1253258), (33.8077646, -118.1253288)]"
Bellflower Boulevard,33.803713,-118.1253395,"[(33.803713, -118.1253395), (33.8034813, -118.1253399), (33.8033296, -118.1253402)]"
Bellflower Boulevard,33.8086335,-118.1251661,"[(33.8086335, -118.1251661), (33.8088569, -118.1251721)]"
Bellflower Boulevard,33.8033304,-118.1251874,"[(33.8033304, -118.1251874), (33.8039441, -118.1251925)]"
Bellflower Boulevard,33.806465,-118.1251748,"[(33.806465, -118.1251748), (33.8067588, -118.1251767)]"
Bellflower Boulevard,33.8100028,-118.1251745,"[(33.8100028, -118.1251745), (33.810379, -118.1251741), (33.8104712, -118.125174)]"
Bellflower Boulevard,33.8072673,-118.1253302,"[(33.8072673, -118.1253302), (33.8067583, -118.1253322)]"
Bellflower Boulevard,33.8067583,-118.1253322,"[(33.8067583, -118.1253322), (33.8063441, -118.1253352)]"
Bellflower Boulevard,33.8076774,-118.1251715,"[(33.8076774, -118.1251715), (33.8077646, -118.125171)]"
Bellflower Boulevard,33.8097765,-118.1251724,"[(33.8097765, -118.1251724), (33.8098077, -118.1251726), (33.8100028, -118.1251745)]"
Bellflower Boulevard,33.801561,-118.1252004,"[(33.801561, -118.1252004), (33.8019936, -118.1252003), (33.8020337, -118.1252003), (33.8021932, -118.1252003)]"
Bellflower Boulevard,33.8023239,-118.1251934,"[(33.8023239, -118.1251934), (33.8024382, -118.1251941), (33.8027599, -118.1251962), (33.8031014, -118.1251899), (33.8031915, -118.1251882)]"
Walnut Avenue,33.7942252,-118.1720057,"[(33.7942252, -118.1720057), (33.7953013, -118.1720027), (33.7954707, -118.1720006), (33.7958075, -118.1720021), (33.7965919, -118.171996), (33.7967279, -118.1720006), (33.7969491, -118.171999), (33.7971236, -118.172008)]"
East 20th Street,33.7940736,-118.1714949,"[(33.7940736, -118.1714949), (33.7940114, -118.171415), (33.7938726, -118.1711982), (33.793854, -118.1711184), (33.7938526, -118.1706502), (33.7938517, -118.1705727), (33.793852, -118.1699552), (33.793852, -118.169884), (33.7938497, -118.169404), (33.7938497, -118.1685145), (33.7938495, -118.1681916)]"
Atlantic Avenue,33.8071837,-118.1851011,"[(33.8071837, -118.1851011), (33.8070738, -118.1851006)]"
East 4th Street,33.77171,-118.1399868,"[(33.77171, -118.1399868), (33.7717109, -118.1399269)]"
East 4th Street,33.7717106,-118.1403176,"[(33.7717106, -118.1403176), (33.7717097, -118.140172)]"
Molino Avenue,33.7628384,-118.1614432,"[(33.7628384, -118.1614432), (33.7629593, -118.161407), (33.7635244, -118.1612427), (33.7641588, -118.1610558)]"
West Spring Street,33.81164,-118.2150679,"[(33.81164, -118.2150679), (33.8116391, -118.2152722), (33.8116561, -118.2153814)]"
West Spring Street,33.8116907,-118.2155301,"[(33.8116907, -118.2155301), (33.8116923, -118.2160289), (33.8116975, -118.2176797), (33.8116985, -118.2186942), (33.811698, -118.2189499), (33.8116965, -118.2198032), (33.8116958, -118.2207475), (33.8116923, -118.2213004)]"
Oregon Avenue,33.8043407,-118.2013229,"[(33.8043407, -118.2013229), (33.804449, -118.201324), (33.8045377, -118.201325), (33.8048147, -118.201327), (33.8048985, -118.20132), (33.8061494, -118.2013173), (33.8062428, -118.201317), (33.8063166, -118.2013162), (33.8071493, -118.201309)]"
Cota Avenue,33.804314,-118.2165215,"[(33.804314, -118.2165215), (33.8044213, -118.2165202)]"
Pier J Avenue,33.7422251,-118.1890902,"[(33.7422251, -118.1890902), (33.7422784, -118.1893166), (33.7423314, -118.1895034), (33.7423536, -118.1895817), (33.7424108, -118.1896888), (33.7425408, -118.1897666), (33.7428884, -118.190025)]"
South Harbor Scenic Drive,33.7493499,-118.1910587,"[(33.7493499, -118.1910587), (33.7494835, -118.1911268), (33.7498974, -118.1916327)]"
Pier G Avenue,33.7493476,-118.2035978,"[(33.7493476, -118.2035978), (33.7497645, -118.2035923), (33.7509986, -118.2036885), (33.7510947, -118.2036965), (33.7512612, -118.2037102), (33.7513919, -118.2037338), (33.7514513, -118.2037559), (33.7515022, -118.2037779), (33.7517257, -118.2039038), (33.7518932, -118.2040152), (33.7520239, -118.2040852), (33.7521396, -118.2041211)]"
Pier G Avenue,33.7473879,-118.2045175,"[(33.7473879, -118.2045175), (33.7460822, -118.2045484), (33.745936, -118.2045488), (33.7457876, -118.2045492), (33.745607, -118.2045496), (33.7454232, -118.2045501), (33.7449049, -118.2045515)]"
Pier G Avenue,33.7521337,-118.204299,"[(33.7521337, -118.204299), (33.7518977, -118.2042955), (33.7516986, -118.2042981), (33.7515219, -118.204356), (33.7514939, -118.2043671), (33.7510254, -118.2045028), (33.7509044, -118.2045191), (33.7498986, -118.2045123), (33.7478446, -118.2045192)]"
West Broadway,33.7674724,-118.2095766,"[(33.7674724, -118.2095766), (33.7674675, -118.2096424), (33.7674763, -118.2097344), (33.767498, -118.2098284), (33.7675175, -118.2098795), (33.7675447, -118.2099259), (33.7675788, -118.2099591), (33.7676143, -118.2099799), (33.767652, -118.2099954), (33.7676936, -118.2100034), (33.7677352, -118.210006), (33.7677683, -118.210006), (33.7678058, -118.2100034), (33.7678463, -118.2099968), (33.7678823, -118.2099821), (33.7679217, -118.2099627), (33.76795, -118.2099432), (33.7680233, -118.2098808), (33.7680706, -118.2098406), (33.7681368, -118.2097892), (33.7681942, -118.2097556), (33.7682354, -118.2097415), (33.7682883, -118.2097308), (33.7683325, -118.2097344), (33.7683795, -118.2097556), (33.7684295, -118.2097945), (33.7684678, -118.2098583), (33.7684884, -118.2099326), (33.7684913, -118.2100494), (33.7684842, -118.2101877), (33.7683232, -118.2119263), (33.7682911, -118.2122483), (33.7682538, -118.2123604), (33.768182, -118.2124546), (33.768095, -118.2125253), (33.7679801, -118.2125354)]"
East Marina Drive,33.7601166,-118.1188296,"[(33.7601166, -118.1188296), (33.7600312, -118.1187354), (33.7595484, -118.1182269), (33.7585529, -118.1171437), (33.7584702, -118.1170422), (33.758421, -118.1169766), (33.7583965, -118.1168974), (33.7584038, -118.1168051), (33.7584487, -118.1167099), (33.7585819, -118.1165307), (33.758599, -118.1164612), (33.758594, -118.1163934), (33.7585779, -118.1163311), (33.758543, -118.1162772), (33.7578069, -118.1154678), (33.7576215, -118.1152853), (33.7575432, -118.1151731), (33.7574947, -118.115022)]"
East Marina Drive,33.7601166,-118.1188296,"[(33.7601166, -118.1188296), (33.7606367, -118.1193982), (33.7607073, -118.1194777)]"
East Marina Drive,33.7576137,-118.1132705,"[(33.7576137, -118.1132705), (33.7575163, -118.1131647)]"
East Marina Drive,33.7576394,-118.1131719,"[(33.7576394, -118.1131719), (33.7577251, -118.1132658), (33.7580341, -118.1136027)]"
East Marina Drive,33.7575409,-118.1130636,"[(33.7575409, -118.1130636), (33.7576394, -118.1131719)]"
Caravel Way,33.7450765,-118.1097137,"[(33.7450765, -118.1097137), (33.7452646, -118.1097009), (33.7456072, -118.1097009), (33.7459544, -118.1097049), (33.7461947, -118.1097068), (33.7462272, -118.1097025), (33.7462568, -118.1096858)]"
Clark Avenue,33.8470345,-118.1338056,"[(33.8470345, -118.1338056), (33.8471575, -118.1337946)]"
Navy Way,33.7428084,-118.2443578,"[(33.7428084, -118.2443578), (33.7440172, -118.2448459), (33.7457301, -118.2455487), (33.7467315, -118.2459563), (33.7478578, -118.2464204), (33.748393, -118.2466376), (33.7485291, -118.2467047), (33.7486763, -118.2467932), (33.7488502, -118.2469112), (33.7490309, -118.2470721), (33.7491914, -118.2472519), (33.7493676, -118.2474879), (33.7495081, -118.247732), (33.749604, -118.2479331), (33.7497847, -118.2483972), (33.7499564, -118.2488558), (33.75003, -118.2490221), (33.7501348, -118.249234), (33.7502463, -118.2494057), (33.7503567, -118.2495451), (33.7504671, -118.2496632), (33.7507161, -118.2498952), (33.7511135, -118.250227)]"
Navy Way,33.7414702,-118.2438025,"[(33.7414702, -118.2438025), (33.7428084, -118.2443578)]"
Navy Way,33.7290414,-118.2382195,"[(33.7290414, -118.2382195), (33.7293359, -118.238308), (33.7300302, -118.2385961), (33.7305818, -118.2388123)]"
Navy Way,33.7305818,-118.2388123,"[(33.7305818, -118.2388123), (33.7316904, -118.239287), (33.73247, -118.2396102), (33.7326195, -118.239684), (33.7327567, -118.2397604), (33.732934, -118.2398597), (33.7331794, -118.2400005), (33.7334448, -118.2401507), (33.7338062, -118.2403559), (33.7340662, -118.2405021), (33.7341664, -118.2405584), (33.7345846, -118.2408052), (33.734878, -118.2409728), (33.7350664, -118.2410761), (33.7351679, -118.2411243), (33.7354345, -118.241233), (33.7392487, -118.2427913), (33.7402635, -118.2432044), (33.7404865, -118.2432983), (33.7406449, -118.2433814), (33.7410352, -118.2435987), (33.7412337, -118.2437033), (33.7413564, -118.2437596), (33.7414702, -118.2438025)]"
Navy Way,33.72051,-118.2491035,"[(33.72051, -118.2491035), (33.7206954, -118.249237)]"
Navy Way,33.7209212,-118.2494818,"[(33.7209212, -118.2494818), (33.7206193, -118.249268), (33.7204788, -118.2491678)]"
Navy Way,33.7206954,-118.249237,"[(33.7206954, -118.249237), (33.7210332, -118.2494803), (33.7212674, -118.2496506), (33.7215775, -118.2498853), (33.7217917, -118.2500436), (33.7219768, -118.2501764), (33.722249, -118.2503762), (33.7224361, -118.2505071), (33.7224676, -118.2505291), (33.7225814, -118.2506136), (33.7226539, -118.2506752), (33.722732, -118.2507678), (33.7228, -118.2508617), (33.722877, -118.2509837), (33.7229782, -118.2511459), (33.7229908, -118.2511661), (33.7231336, -118.2513994), (33.7231938, -118.251496), (33.723254, -118.2515617), (33.7233042, -118.2515966), (33.7233366, -118.2516127), (33.7233678, -118.2516221), (33.7234269, -118.2516301), (33.7234793, -118.2516288), (33.7235262, -118.251618), (33.7235764, -118.2515939), (33.7236322, -118.251551), (33.723669, -118.2515054), (33.7237035, -118.2514343), (33.7237348, -118.2513498), (33.7238386, -118.2509991), (33.7258806, -118.2439731), (33.7266669, -118.2412625), (33.7268119, -118.2407716), (33.7268944, -118.2405249), (33.7270238, -118.2401816), (33.7272223, -118.2396558), (33.7273472, -118.2393232), (33.7273963, -118.2392025), (33.7274588, -118.2390738), (33.7275279, -118.2389585), (33.7276015, -118.2388512), (33.7276662, -118.2387627), (33.727751, -118.2386688), (33.7278246, -118.2385964), (33.7279183, -118.2385159), (33.7280232, -118.2384381), (33.7281124, -118.2383845), (33.7282128, -118.2383308), (33.7283288, -118.2382825), (33.7284347, -118.238249), (33.7285284, -118.2382249), (33.7286377, -118.2382074), (33.7287615, -118.2381994), (33.7288508, -118.2381994), (33.7289556, -118.2382088), (33.7290414, -118.2382195)]"
